cable_id,ifc_global_id,name,ifc_class,floor_id,storey,x,y,z,size_label,width_mm,height_mm,length_mm,system_code,system_name,source_file,source_system,value_class,extraction_confidence,notes,raw_properties_json
cab_0aZbSDc6v0tgAsAg7rPz4H,0aZbSDc6v0tgAsAg7rPz4H,G02-TIKAS-VAAKA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,64.474,79.559,66.275,300 mm x 50 mm - 300 mm x 50 mm,,,,AHJ.SÄH,Asennushyllyjärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 0.0, ""03 Asennuskorko, abs."": 0.0, ""04 Komponentin alapinnan korko, abs."": 0.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 0.0, ""13 Asennuskorko, kerroskorosta"": 0.0, ""14 Komponentin alapinnan korko, kerroskorosta"": 0.0, ""id"": 30774}, ""FI_Komponentti"": {""03 Komponentin koodi"": ""T-TATE-01-01-002"", ""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""Status"": ""\""Status\"""", ""05 Komponentin yleistunnus"": ""AHK"", ""04 Komponentin yleisnimi"": ""Asennushyllyn kulmakappale"", ""02 Komponentin alaryhmä"": ""ASENNUSHYLLYT JA -HYLLYOSAT"", ""id"": 30780}, ""FI_Geometria"": {""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""Koko"": ""300 mm x 50 mm - 300 mm x 50 mm"", ""id"": 30796}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G02-Tikashylly-Nollakulma"", ""Tuotetyypin nimi"": ""G02-TIKAS-VAAKA-KULMA-R0"", ""Tuotetyypin valmistaja"": ""Generic"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30848}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""AHJ.SÄH"", ""Järjestelmien nimet"": ""Asennushyllyjärjestelmä - sähkö"", ""id"": 30962}}"
cab_2x2IbbtuPB5fIqyWA_4f__,2x2IbbtuPB5fIqyWA_4f$_,G02-TIKAS-VAAKA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,25.327,34.82,66.275,300 mm x 50 mm - 300 mm x 50 mm,,,,AHJ.DATA,Asennushyllyjärjestelmä - data,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 0.0, ""03 Asennuskorko, abs."": 0.0, ""04 Komponentin alapinnan korko, abs."": 0.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 0.0, ""13 Asennuskorko, kerroskorosta"": 0.0, ""14 Komponentin alapinnan korko, kerroskorosta"": 0.0, ""id"": 30774}, ""FI_Komponentti"": {""03 Komponentin koodi"": ""T-TATE-01-01-002"", ""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""Status"": ""\""Status\"""", ""05 Komponentin yleistunnus"": ""AHK"", ""04 Komponentin yleisnimi"": ""Asennushyllyn kulmakappale"", ""02 Komponentin alaryhmä"": ""ASENNUSHYLLYT JA -HYLLYOSAT"", ""id"": 30780}, ""FI_Geometria"": {""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""Koko"": ""300 mm x 50 mm - 300 mm x 50 mm"", ""id"": 30796}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G02-Tikashylly-Nollakulma"", ""Tuotetyypin nimi"": ""G02-TIKAS-VAAKA-KULMA-R0"", ""Tuotetyypin valmistaja"": ""Generic"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30848}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Asennushyllyjärjestelmä - data"", ""Järjestelmien tunnukset"": ""AHJ.DATA"", ""id"": 30942}}"
cab_22o0v3hALFa8UYpJWYQ3J_,22o0v3hALFa8UYpJWYQ3J$,G02-TIKAS-VAAKA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,25.263,32.497,66.275,300 mm x 50 mm - 300 mm x 50 mm,,,,AHJ.SÄH,Asennushyllyjärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 0.0, ""03 Asennuskorko, abs."": 0.0, ""04 Komponentin alapinnan korko, abs."": 0.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 0.0, ""13 Asennuskorko, kerroskorosta"": 0.0, ""14 Komponentin alapinnan korko, kerroskorosta"": 0.0, ""id"": 30774}, ""FI_Komponentti"": {""03 Komponentin koodi"": ""T-TATE-01-01-002"", ""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""Status"": ""\""Status\"""", ""05 Komponentin yleistunnus"": ""AHK"", ""04 Komponentin yleisnimi"": ""Asennushyllyn kulmakappale"", ""02 Komponentin alaryhmä"": ""ASENNUSHYLLYT JA -HYLLYOSAT"", ""id"": 30780}, ""FI_Geometria"": {""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""Koko"": ""300 mm x 50 mm - 300 mm x 50 mm"", ""id"": 30796}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G02-Tikashylly-Nollakulma"", ""Tuotetyypin nimi"": ""G02-TIKAS-VAAKA-KULMA-R0"", ""Tuotetyypin valmistaja"": ""Generic"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30848}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""AHJ.SÄH"", ""Järjestelmien nimet"": ""Asennushyllyjärjestelmä - sähkö"", ""id"": 30962}}"
cab_10VvsLZC12Y8Q926AfUsZu,10VvsLZC12Y8Q926AfUsZu,G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,39.49,54.234,66.075,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Kulma"": ""90"", ""Taivutussäde"": 300.0, ""id"": 30798}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0"", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30858}, ""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 66101.998, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2451.998, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""13 Asennuskorko, kerroskorosta"": 2425.0, ""03 Asennuskorko, abs."": 66075.0, ""04 Komponentin alapinnan korko, abs."": 66050.001, ""id"": 30868}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_10VvsLZC12Y8Q926AfUsaI,10VvsLZC12Y8Q926AfUsaI,G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,40.24,53.35,66.075,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Kulma"": ""90"", ""Taivutussäde"": 300.0, ""id"": 30798}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0"", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30858}, ""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 66101.998, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2451.998, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""13 Asennuskorko, kerroskorosta"": 2425.0, ""03 Asennuskorko, abs."": 66075.0, ""04 Komponentin alapinnan korko, abs."": 66050.001, ""id"": 30868}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_10VvsLZC12Y8Q926AfUsa4,10VvsLZC12Y8Q926AfUsa4,G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,41.03,52.419,66.075,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Kulma"": ""90"", ""Taivutussäde"": 300.0, ""id"": 30798}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0"", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30858}, ""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 66101.998, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2451.998, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""13 Asennuskorko, kerroskorosta"": 2425.0, ""03 Asennuskorko, abs."": 66075.0, ""04 Komponentin alapinnan korko, abs."": 66050.001, ""id"": 30868}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_10VvsLZC12Y8Q926AfUsas,10VvsLZC12Y8Q926AfUsas,G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,41.825,51.478,66.075,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Kulma"": ""90"", ""Taivutussäde"": 300.0, ""id"": 30798}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-SISA-KULMA-R0"", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30858}, ""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 66101.998, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2451.998, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""13 Asennuskorko, kerroskorosta"": 2425.0, ""03 Asennuskorko, abs."": 66075.0, ""04 Komponentin alapinnan korko, abs."": 66050.001, ""id"": 30868}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZH8,1zQ8yNyw19kB0BEIv2WZH8,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,49.082,66.709,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZHD,1zQ8yNyw19kB0BEIv2WZHD,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,50.598,67.996,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZHI,1zQ8yNyw19kB0BEIv2WZHI,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,52.081,69.255,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZHZ,1zQ8yNyw19kB0BEIv2WZHZ,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,53.633,70.572,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZHW,1zQ8yNyw19kB0BEIv2WZHW,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,55.149,71.86,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
cab_1zQ8yNyw19kB0BEIv2WZHb,1zQ8yNyw19kB0BEIv2WZHb,G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0,IfcCableCarrierFitting,floor_level_03,03_Kerros,56.632,73.119,66.875,110 mm x 50 mm - 110 mm x 50 mm,,,,RIPJ.SÄH,Ripustuskiskojärjestelmä - sähkö,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 3189.702, ""13 Asennuskorko, kerroskorosta"": 3225.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 3250.0, ""02 Komponentin yläpinnan korko, abs."": 66900.0, ""03 Asennuskorko, abs."": 66875.0, ""04 Komponentin alapinnan korko, abs."": 66839.702, ""id"": 30822}, ""FI_Geometria"": {""Koko"": ""110 mm x 50 mm - 110 mm x 50 mm"", ""Taivutussäde"": 0.0, ""Kulma"": ""90"", ""id"": 30838}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Sarjan nimi"": ""G41-Ripustuskisko"", ""Tuotetyypin kuvaus"": ""\""Tuotetyypin kuvaus\"""", ""Tuotetyypin nimi"": ""G41-RIPUSTUSKISKO-PYSTY-ULKO-KULMA-R0"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 30854}, ""FI_Sijainti"": {""Järjestelmien tunnukset"": ""RIPJ.SÄH"", ""Järjestelmien nimet"": ""Ripustuskiskojärjestelmä - sähkö"", ""id"": 30908}, ""FI_Komponentti"": {""01 Komponentin pääryhmä"": ""REITITYKSET JA ASENNUKSET - TATE"", ""03 Komponentin koodi"": ""T-TATE-01-07-002"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Ripustuskiskon kulmakappale"", ""05 Komponentin yleistunnus"": ""RIPK"", ""02 Komponentin alaryhmä"": ""RIPUSTUSKISKOT JA -KISKO-OSAT"", ""id"": 30968}}"
