board_id,month,lights_kwh,equipment_kwh,hvac_kwh,total_kwh,peak_total_kw
board_3Sg96Yq1H0KeIY_4TWSz7U,2,5092.3,1368.93,4716.83,11178.06,130.229
board_3Sg96Yq1H0KeIY_4TWSz7U,3,5646.55,1516.46,3646.81,10809.82,86.584
board_3Sg96Yq1H0KeIY_4TWSz7U,4,5342.48,1441.13,11970.63,18754.23,114.846
board_3Sg96Yq1H0KeIY_4TWSz7U,5,5795.29,1552.7,23012.9,30360.89,116.724
board_3Sg96Yq1H0KeIY_4TWSz7U,6,5412.22,1455.2,24456.4,31323.83,119.806
board_3Sg96Yq1H0KeIY_4TWSz7U,7,5576.8,1502.38,25381.88,32461.06,119.429
board_3Sg96Yq1H0KeIY_4TWSz7U,8,5795.29,1552.7,26157.94,33505.93,119.709
board_3Sg96Yq1H0KeIY_4TWSz7U,9,5193.74,1404.89,22491.21,29089.83,114.058
board_3Sg96Yq1H0KeIY_4TWSz7U,10,5795.29,1552.7,17797.02,25145.01,112.62
board_3Sg96Yq1H0KeIY_4TWSz7U,11,5560.96,1491.44,4202.24,11254.64,72.499
board_3Sg96Yq1H0KeIY_4TWSz7U,12,5428.07,1466.14,2986.86,9881.07,107.673
board_3Sg96Yq1H0KeIY_4TWSz7V,1,10838.66,15868.3,0,26706.96,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,2,9523.9,13990.24,0,23514.14,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,3,10560.48,15497.93,0,26058.41,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,4,9991.78,14728.07,0,24719.85,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,5,10838.66,15868.3,0,26706.96,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,6,10122.23,14871.91,0,24994.14,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,7,10430.03,15354.09,0,25784.12,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,8,10838.66,15868.3,0,26706.96,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,9,9713.6,14357.7,0,24071.3,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,10,10838.66,15868.3,0,26706.96,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,11,10400.4,15242.28,0,25642.68,91.504
board_3Sg96Yq1H0KeIY_4TWSz7V,12,10151.85,14983.72,0,25135.57,91.504
board_3Sg96Yq1H0KeIY_4TWSz7a,1,1091.36,109.45,0,1200.81,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,2,958.97,96.5,0,1055.47,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,3,1063.35,106.9,0,1170.25,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,4,1006.08,101.59,0,1107.67,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,5,1091.36,109.45,0,1200.81,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,6,1019.22,102.58,0,1121.8,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,7,1050.21,105.91,0,1156.12,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,8,1091.36,109.45,0,1200.81,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,9,978.07,99.03,0,1077.11,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,10,1091.36,109.45,0,1200.81,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,11,1047.23,105.14,0,1152.36,4.298
board_3Sg96Yq1H0KeIY_4TWSz7a,12,1022.2,103.35,0,1125.55,4.298
board_3_XGvzQVX2IO92jk20E2MP,1,10.39,0,0,10.39,0.037
board_3_XGvzQVX2IO92jk20E2MP,2,9.13,0,0,9.13,0.037
board_3_XGvzQVX2IO92jk20E2MP,3,10.12,0,0,10.12,0.037
board_3_XGvzQVX2IO92jk20E2MP,4,9.58,0,0,9.58,0.037
board_3_XGvzQVX2IO92jk20E2MP,5,10.39,0,0,10.39,0.037
board_3_XGvzQVX2IO92jk20E2MP,6,9.7,0,0,9.7,0.037
board_3_XGvzQVX2IO92jk20E2MP,7,10.0,0,0,10.0,0.037
board_3_XGvzQVX2IO92jk20E2MP,8,10.39,0,0,10.39,0.037
board_3_XGvzQVX2IO92jk20E2MP,9,9.31,0,0,9.31,0.037
board_3_XGvzQVX2IO92jk20E2MP,10,10.39,0,0,10.39,0.037
board_3_XGvzQVX2IO92jk20E2MP,11,9.97,0,0,9.97,0.037
board_3_XGvzQVX2IO92jk20E2MP,12,9.73,0,0,9.73,0.037
board_3_XGvzQVX2IO92jk20E2M_,1,231.2,0,0,231.2,0.834
board_3_XGvzQVX2IO92jk20E2M_,2,203.15,0,0,203.15,0.834
board_3_XGvzQVX2IO92jk20E2M_,3,225.26,0,0,225.26,0.834
board_3_XGvzQVX2IO92jk20E2M_,4,213.13,0,0,213.13,0.834
board_3_XGvzQVX2IO92jk20E2M_,5,231.2,0,0,231.2,0.834
board_3_XGvzQVX2IO92jk20E2M_,6,215.91,0,0,215.91,0.834
board_3_XGvzQVX2IO92jk20E2M_,7,222.48,0,0,222.48,0.834
board_3_XGvzQVX2IO92jk20E2M_,8,231.2,0,0,231.2,0.834
board_3_XGvzQVX2IO92jk20E2M_,9,207.2,0,0,207.2,0.834
board_3_XGvzQVX2IO92jk20E2M_,10,231.2,0,0,231.2,0.834
board_3_XGvzQVX2IO92jk20E2M_,11,221.85,0,0,221.85,0.834
board_3_XGvzQVX2IO92jk20E2M_,12,216.55,0,0,216.55,0.834
board_3_XGvzQVX2IO92jk20E4kJ,1,100.1,0,0,100.1,0.361
board_3_XGvzQVX2IO92jk20E4kJ,2,87.96,0,0,87.96,0.361
board_3_XGvzQVX2IO92jk20E4kJ,3,97.53,0,0,97.53,0.361
board_3_XGvzQVX2IO92jk20E4kJ,4,92.28,0,0,92.28,0.361
board_3_XGvzQVX2IO92jk20E4kJ,5,100.1,0,0,100.1,0.361
board_3_XGvzQVX2IO92jk20E4kJ,6,93.48,0,0,93.48,0.361
board_3_XGvzQVX2IO92jk20E4kJ,7,96.32,0,0,96.32,0.361
board_3_XGvzQVX2IO92jk20E4kJ,8,100.1,0,0,100.1,0.361
board_3_XGvzQVX2IO92jk20E4kJ,9,89.71,0,0,89.71,0.361
board_3_XGvzQVX2IO92jk20E4kJ,10,100.1,0,0,100.1,0.361
board_3_XGvzQVX2IO92jk20E4kJ,11,96.05,0,0,96.05,0.361
board_3_XGvzQVX2IO92jk20E4kJ,12,93.75,0,0,93.75,0.361
board_3nAqxWAvT6Kwm_Yz__pXOI,1,39.41,0,0,39.41,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,2,34.63,0,0,34.63,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,3,38.4,0,0,38.4,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,4,36.33,0,0,36.33,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,5,39.41,0,0,39.41,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,6,36.8,0,0,36.8,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,7,37.92,0,0,37.92,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,8,39.41,0,0,39.41,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,9,35.32,0,0,35.32,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,10,39.41,0,0,39.41,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,11,37.82,0,0,37.82,0.142
board_3nAqxWAvT6Kwm_Yz__pXOI,12,36.91,0,0,36.91,0.142
board_3nAqxWAvT6Kwm_Yz__pXOi,1,12.28,0,0,12.28,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,2,10.79,0,0,10.79,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,3,11.97,0,0,11.97,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,4,11.32,0,0,11.32,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,5,12.28,0,0,12.28,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,6,11.47,0,0,11.47,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,7,11.82,0,0,11.82,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,8,12.28,0,0,12.28,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,9,11.01,0,0,11.01,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,10,12.28,0,0,12.28,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,11,11.79,0,0,11.79,0.044
board_3nAqxWAvT6Kwm_Yz__pXOi,12,11.5,0,0,11.5,0.044
