ifc_global_id,ifc_class,kind,field,value,status
1tuDY9925FEQYp1O7kOCtt,IfcLightFixture,lighting,system_code,T0101,present
1tuDY9925FEQYp1O7kOCtc,IfcLightFixture,lighting,voltage_v,230.0,present
1tuDY9925FEQYp1O7kOCtc,IfcLightFixture,lighting,design_power_w,5.0,present
1tuDY9925FEQYp1O7kOCtc,IfcLightFixture,lighting,power_factor,1.0,present
1tuDY9925FEQYp1O7kOCtc,IfcLightFixture,lighting,phase_count,1.0,present
1tuDY9925FEQYp1O7kOCtc,IfcLightFixture,lighting,system_code,T0101,present
1tuDY9925FEQYp1O7kOCsN,IfcLightFixture,lighting,voltage_v,230.0,present
1tuDY9925FEQYp1O7kOCsN,IfcLightFixture,lighting,design_power_w,5.0,present
1tuDY9925FEQYp1O7kOCsN,IfcLightFixture,lighting,power_factor,1.0,present
1tuDY9925FEQYp1O7kOCsN,IfcLightFixture,lighting,phase_count,1.0,present
1tuDY9925FEQYp1O7kOCsN,IfcLightFixture,lighting,system_code,T0101,present
1tuDY9925FEQYp1O7kOCs_,IfcLightFixture,lighting,voltage_v,230.0,present
1tuDY9925FEQYp1O7kOCs_,IfcLightFixture,lighting,design_power_w,5.0,present
1tuDY9925FEQYp1O7kOCs_,IfcLightFixture,lighting,power_factor,1.0,present
1tuDY9925FEQYp1O7kOCs_,IfcLightFixture,lighting,phase_count,1.0,present
1tuDY9925FEQYp1O7kOCs_,IfcLightFixture,lighting,system_code,T0101,present
1tuDY9925FEQYp1O7kOCsW,IfcLightFixture,lighting,voltage_v,230.0,present
1tuDY9925FEQYp1O7kOCsW,IfcLightFixture,lighting,design_power_w,5.0,present
1tuDY9925FEQYp1O7kOCsW,IfcLightFixture,lighting,power_factor,1.0,present
1tuDY9925FEQYp1O7kOCsW,IfcLightFixture,lighting,phase_count,1.0,present
1tuDY9925FEQYp1O7kOCsW,IfcLightFixture,lighting,system_code,T0101,present
1aUKvm5Vn6pB1ZfN1xydlk,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydlk,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydlk,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydlk,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydlk,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydlJ,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydlJ,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydlJ,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydlJ,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydlJ,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydl5,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydl5,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydl5,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydl5,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydl5,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydin,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydin,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydin,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydin,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydin,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydim,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydim,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydim,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydim,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydim,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydil,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydil,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydil,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydil,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydil,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydia,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydia,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydia,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydia,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydia,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiZ,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiZ,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiZ,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiZ,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiZ,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiY,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiY,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiY,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiY,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiY,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiN,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiN,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiN,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiN,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiN,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiM,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiM,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiM,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiM,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiM,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiL,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiL,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiL,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiL,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiL,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydiA,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydiA,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydiA,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydiA,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydiA,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydi9,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydi9,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydi9,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydi9,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydi9,IfcLightFixture,lighting,system_code,S0301,present
1aUKvm5Vn6pB1ZfN1xydi8,IfcLightFixture,lighting,voltage_v,230.0,present
1aUKvm5Vn6pB1ZfN1xydi8,IfcLightFixture,lighting,design_power_w,17.0,present
1aUKvm5Vn6pB1ZfN1xydi8,IfcLightFixture,lighting,power_factor,1.0,present
1aUKvm5Vn6pB1ZfN1xydi8,IfcLightFixture,lighting,phase_count,1.0,present
1aUKvm5Vn6pB1ZfN1xydi8,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SWS,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SWS,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SWS,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72SWS,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SWS,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SWT,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SWT,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SWT,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72SWT,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SWT,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SXo,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SXo,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SXo,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72SXo,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SXo,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SXp,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SXp,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SXp,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72SXp,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SXp,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sch,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sch,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sch,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Sch,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sch,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Scm,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Scm,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Scm,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Scm,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Scm,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Scr,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Scr,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Scr,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Scr,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Scr,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Scw,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Scw,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Scw,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Scw,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Scw,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sc2,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sc2,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sc2,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Sc2,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sc2,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sc7,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sc7,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sc7,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Sc7,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sc7,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72ScC,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72ScC,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72ScC,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72ScC,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72ScC,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72ScH,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72ScH,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72ScH,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72ScH,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72ScH,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72ScP,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72ScP,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72ScP,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72ScP,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72ScP,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72ScU,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72ScU,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72ScU,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72ScU,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72ScU,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SdZ,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SdZ,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SdZ,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72SdZ,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SdZ,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sde,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sde,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sde,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Sde,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sde,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sd8,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sd8,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sd8,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72Sd8,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sd8,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SdD,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SdD,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SdD,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72SdD,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SdD,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SdI,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SdI,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SdI,IfcLightFixture,lighting,power_factor,0.97,present
2IZuESBwT7u8wwjhG72SdI,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SdI,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72SdU,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72SdU,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72SdU,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72SdU,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72SdU,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sas,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sas,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sas,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72Sas,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sas,IfcLightFixture,lighting,system_code,S0301,present
2IZuESBwT7u8wwjhG72Sa$,IfcLightFixture,lighting,voltage_v,230.0,present
2IZuESBwT7u8wwjhG72Sa$,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
2IZuESBwT7u8wwjhG72Sa$,IfcLightFixture,lighting,power_factor,1.0,present
2IZuESBwT7u8wwjhG72Sa$,IfcLightFixture,lighting,phase_count,1.0,present
2IZuESBwT7u8wwjhG72Sa$,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOkr,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOkr,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOkr,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOkr,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOkr,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOkq,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOkq,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOkq,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOkq,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOkq,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOkS,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOkS,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOkS,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOkS,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOkS,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOnj,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOnj,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOnj,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOnj,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOnj,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOnX,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOnX,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOnX,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOnX,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOnX,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOnW,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOnW,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOnW,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOnW,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOnW,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOnr,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOnr,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOnr,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOnr,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOnr,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOnL,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOnL,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOnL,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOnL,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOnL,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOml,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOml,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOml,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOml,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOml,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOmZ,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOmZ,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOmZ,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOmZ,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOmZ,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOmt,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOmt,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOmt,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOmt,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOmt,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOms,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOms,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOms,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOms,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOms,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOmR,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOmR,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOmR,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOmR,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOmR,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOmQ,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOmQ,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOmQ,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOmQ,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOmQ,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOpk,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOpk,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOpk,IfcLightFixture,lighting,power_factor,0.97,present
1UCFLXu2L4sRyo4iASOOpk,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOpk,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOpW,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOpW,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOpW,IfcLightFixture,lighting,power_factor,0.97,present
1UCFLXu2L4sRyo4iASOOpW,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOpW,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOpq,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOpq,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
1UCFLXu2L4sRyo4iASOOpq,IfcLightFixture,lighting,power_factor,1.0,present
1UCFLXu2L4sRyo4iASOOpq,IfcLightFixture,lighting,phase_count,1.0,present
1UCFLXu2L4sRyo4iASOOpq,IfcLightFixture,lighting,system_code,S0301,present
1UCFLXu2L4sRyo4iASOOpt,IfcLightFixture,lighting,voltage_v,230.0,present
1UCFLXu2L4sRyo4iASOOpt,IfcLightFixture,lighting,design_power_w,0.0,explicit_zero_placeholder
