load_point_id,ifc_global_id,name,device_tag,ifc_class,load_kind,category,floor_id,storey,x,y,z,voltage_v,design_power_w,design_power_present,design_power_is_zero,power_factor,phase_count,luminous_flux_lm,system_code,system_name,component_main_group,component_sub_group,manufacturer,product_type_name,source_file,source_system,value_class,extraction_confidence,notes,raw_properties_json
lp_3cfIDgYs1ASe4pNs9zW1MP,3cfIDgYs1ASe4pNs9zW1MP,C504408400400100,SIV05,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,65.984,71.618,59.25,230.0,0.0,True,True,0.97,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,,C504408400400100,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 57999.999, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2499.999, ""13 Asennuskorko, kerroskorosta"": 2500.0, ""03 Asennuskorko, abs."": 58000.0, ""04 Komponentin alapinnan korko, abs."": 57900.001, ""id"": 33253}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""Teho"": 0.0, ""Valovirta"": 0.0, ""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""Tehokerroin"": 0.97, ""id"": 33321}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV05"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33333}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Käytävät"", ""Tuotetyypin nimi"": ""C504408400400100"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33375}}"
lp_3cfIDgYs1ASe4pNs9zW1MQ,3cfIDgYs1ASe4pNs9zW1MQ,C504408400400100,SIV05,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,60.176,71.819,56.45,230.0,0.0,True,True,0.97,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,,C504408400400100,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 57999.999, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2499.999, ""13 Asennuskorko, kerroskorosta"": 2500.0, ""03 Asennuskorko, abs."": 58000.0, ""04 Komponentin alapinnan korko, abs."": 57900.001, ""id"": 33253}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""Teho"": 0.0, ""Valovirta"": 0.0, ""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""Tehokerroin"": 0.97, ""id"": 33321}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV05"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33333}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Käytävät"", ""Tuotetyypin nimi"": ""C504408400400100"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33375}}"
lp_3cfIDgYs1ASe4pNs9zW1MR,3cfIDgYs1ASe4pNs9zW1MR,C504408400400100,SIV05,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,63.357,74.616,58.15,230.0,0.0,True,True,0.97,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,,C504408400400100,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Asennus"": {""02 Komponentin yläpinnan korko, abs."": 57999.999, ""14 Komponentin alapinnan korko, kerroskorosta"": 2400.001, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2499.999, ""13 Asennuskorko, kerroskorosta"": 2500.0, ""03 Asennuskorko, abs."": 58000.0, ""04 Komponentin alapinnan korko, abs."": 57900.001, ""id"": 33253}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""Teho"": 0.0, ""Valovirta"": 0.0, ""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""Tehokerroin"": 0.97, ""id"": 33321}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV05"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33333}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Käytävät"", ""Tuotetyypin nimi"": ""C504408400400100"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33375}}"
lp_1yaBDab7f0QBZS1JVo8FUh,1yaBDab7f0QBZS1JVo8FUh,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,58.788,78.527,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FUo,1yaBDab7f0QBZS1JVo8FUo,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,61.381,80.729,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FUz,1yaBDab7f0QBZS1JVo8FUz,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,63.806,82.787,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FVK,1yaBDab7f0QBZS1JVo8FVK,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,57.204,75.649,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FVw,1yaBDab7f0QBZS1JVo8FVw,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,59.545,77.636,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FVx,1yaBDab7f0QBZS1JVo8FVx,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,62.138,79.838,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FVu,1yaBDab7f0QBZS1JVo8FVu,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,64.563,81.896,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FG4,1yaBDab7f0QBZS1JVo8FG4,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,58.073,74.618,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FG5,1yaBDab7f0QBZS1JVo8FG5,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,60.414,76.605,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
lp_1yaBDab7f0QBZS1JVo8FGA,1yaBDab7f0QBZS1JVo8FGA,Aava-AV12LLR,SIV01,IfcLightFixture,lighting,lights,floor_level_01,01_Kerros,63.007,78.807,57.9,230.0,34.0,True,False,1.0,1.0,0.0,S0301,Pääjakelu - vaihtosähkö,TILALAITTEET - SÄH,VALAISIMET,Ensto,Aava-AV12LLR,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 33271}, ""FI_Tekninen"": {""IP-luokka"": ""IP20"", ""Valovirta"": 0.0, ""Tehokerroin"": 1.0, ""Vaiheiden lukumäärä"": 1.0, ""Teho"": 34.0, ""Jännite"": 230.0, ""Valonlähde"": ""LED"", ""id"": 33281}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin valmistaja"": ""Ensto"", ""Tuotetyypin nimi"": ""Aava-AV12LLR"", ""Tuotetyypin kuvaus"": ""Ripustettava sisävalaisin"", ""Tuotetyypin valmistajan linkki"": ""www.ensto.com"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33315}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""05 Komponentin yleistunnus"": ""SIV"", ""04 Komponentin yleisnimi"": ""Sisävalaisin"", ""Laitetunnus"": ""SIV01"", ""03 Komponentin koodi"": ""T-SAH-04-05-001"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""VALAISIMET"", ""01 Komponentin pääryhmä"": ""TILALAITTEET - SÄH"", ""id"": 33325}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 57849.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2400.001, ""14 Komponentin alapinnan korko, kerroskorosta"": 2349.999, ""13 Asennuskorko, kerroskorosta"": 2400.0, ""03 Asennuskorko, abs."": 57900.0, ""02 Komponentin yläpinnan korko, abs."": 57900.001, ""id"": 33339}}"
