load_point_id,circuit_id,board_id,category,system_code,mapping_method,mapping_confidence
lp_2Sa3gyXjvCjxTIgWT9XTvU,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTvT,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTvp,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTvo,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTvn,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTvm,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsF,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsE,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsD,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsC,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsB,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsA,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs9,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs8,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs7,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs6,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs5,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs4,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs3,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs2,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs1,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTs0,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsV,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsh,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_2Sa3gyXjvCjxTIgWT9XTsg,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGhE,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGhT,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGgc,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGg1,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGg0,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGg3,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGgL,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGgK,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGgN,circuit_board_2Nl2KpUg9CfPXj33hGJG3g_lights,board_2Nl2KpUg9CfPXj33hGJG3g,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLX,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLW,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLZ,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLj,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLi,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLl,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLx,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLw,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLz,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGL9,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGL8,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLB,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLL,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLK,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGLN,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGKZ,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGKY,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1PKv14YV12YvIUHou_fGKb,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLoi,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLoo,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLp6,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpk,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpj,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpi,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpw,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpv,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpu,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLps,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpr,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLpq,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLm2,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLm1,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLm0,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmH,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmG,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmk,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmj,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmb,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLma,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmy,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLmp,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLn9,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLn8,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLn0,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLn7,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLnV,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLnU,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLnM,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLnL,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_E,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_R,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_I,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_f,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_g,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_W,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTL_y,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLyA,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLy0,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLyU,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLyK,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLyY,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLyu,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLys,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzC,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzQ,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzG,circuit_board_1uPDbvw6L0MgNr4AW2hEsV_lights,board_1uPDbvw6L0MgNr4AW2hEsV,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzk,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzv,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLzm,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLwF,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLw2,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLwP,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1Inp5_8Q16lvsXn7axTLwS,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqma,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqpT,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqp7,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqp6,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqpv,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yzxcxrhj5F8a8qJxbGqpu,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0OH_k9WYT0mv26ydCv09OD,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0OH_k9WYT0mv26ydCv097m,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0OH_k9WYT0mv26ydCv097d,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0OH_k9WYT0mv26ydCv095a,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_3cfIDgYs1ASe4pNs9zW1MN,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_3cfIDgYs1ASe4pNs9zW1MO,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_3cfIDgYs1ASe4pNs9zW1MP,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_3cfIDgYs1ASe4pNs9zW1MQ,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_3cfIDgYs1ASe4pNs9zW1MR,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FUh,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FUo,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FUz,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FVK,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FVw,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FVx,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FVu,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FG4,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FG5,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FGA,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_1yaBDab7f0QBZS1JVo8FGB,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0C3BurT_98qgqyqHJxfQaZ,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
lp_0C3BurT_98qgqyqHJxfQaW,circuit_board_1uPDbvw6L0MgNr4AW2hEtU_lights,board_1uPDbvw6L0MgNr4AW2hEtU,lights,S0301,system_code+floor+nearest,medium
