load_point_id,circuit_id,board_id,category,system_code,mapping_method,mapping_confidence
lp_1ZFyk7GZvFCenL8HmaXGiL,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1ZFyk7GZvFCenL8HmaXGiI,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1ZFyk7GZvFCenL8HmaXGiV,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1ZFyk7GZvFCenL8HmaXGi4,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1nmqW_LNX79Qbv3e3q9rzQ,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1nmqW_LNX79Qbv3e3q9rzL,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_3s8F51SGP8N9uy28ja8Yvm,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1_aunz8LD3wPIb19Zdi2EP,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML7v,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML7A,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML7U,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML7V,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML4Y,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_1aIaMOD812s9LqBsA2ML4Z,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_0IngoWSpf33OUFIculXeuO,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0IngoWSpf33OUFIculXeut,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0IngoWSpf33OUFIculXeuz,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0IngoWSpf33OUFIculXevB,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcosu,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcot6,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcotC,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcotQ,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcotW,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcotk,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcotq,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcoqU,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0tOda0n0bC8wK4mFqZcoqa,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9dZ,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9da,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9do,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9dt,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9ca,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9cm,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bC,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bO,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bK,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bW,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bs,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9bt,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9aO,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9aP,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9aY,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2S6mCU5m1C69Bopv7Kk9aZ,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1FVrGGhc5EoeCgVO19NPsP,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1FVrGGhc5EoeCgVO19NPsJ,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1FVrGGhc5EoeCgVO19NPnb,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaX,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaY,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaZ,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaj,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusak,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaI,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3AVJVSrYj3oRklYUVsusaJ,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zwu,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zwx,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zww,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zwz,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zwy,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zw_,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zvB,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_0hSpkK2WLE1wfDhOJX0zvA,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxsnF,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxsnL,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_X,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_W,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_o,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_n,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_R,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_Q,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_i,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_h,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_g,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_f,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_e,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2Q4qLL0nj0ogV27m1rxs_t,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmFH,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmFP,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmF7,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmF6,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmCx,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmCw,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmCv,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmCu,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmCO,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_3NQapcWDb8_wig6f3TMmC6,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHH,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHG,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHN,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHa,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHh,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_1zQ8yNyw19kB0BEIv2WZHg,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBR5,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBRM,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPX,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPW,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPl,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPk,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPj,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPi,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPe,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPt,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPs,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdBPr,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_15nCfWVkXA1h_nM8LqdB5N,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_0m2HMPTOf19x2_0UnlnYVb,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcwl,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcwh,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcvJ,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcvI,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcvH,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcv5,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_2AWWBvFBP0PA6QKKvkmcv1,circuit_board_0ySY4lCdb6wP8OlE3GnJKj_lights,board_0ySY4lCdb6wP8OlE3GnJKj,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwL,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwM,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwN,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHw8,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHw9,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwA,circuit_board_2ILcbW7IvEOAriHq5LuDGn_lights,board_2ILcbW7IvEOAriHq5LuDGn,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwz,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHw_,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHw_,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwm,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwn,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwo,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwb,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwc,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHwd,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHxO,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHxP,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_25NMA_QZD5NPQQfc_6dHxQ,circuit_board_3JIKR4ApD9Zubrv_yC0GIX_lights,board_3JIKR4ApD9Zubrv_yC0GIX,lights,S0301,system_code+floor+nearest,medium
lp_1f7Bw5t3P60ARAxjMOUgEA,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1f7Bw5t3P60ARAxjMOUgE9,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1f7Bw5t3P60ARAxjMOUgE8,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1f7Bw5t3P60ARAxjMOUgE7,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
lp_1f7Bw5t3P60ARAxjMOUgE6,circuit_board_3JIKR4ApD9Zubrv_yC0GIg_lights,board_3JIKR4ApD9Zubrv_yC0GIg,lights,S0301,system_code+floor+nearest,medium
